103 2 BEM3DSurface
sparse
8 55 1.4809657685629677e-02 1.6690819408993307e-02
8 56 1.6340902803469198e-02 1.4280000379706155e-02
8 57 1.5955347679720240e-02 2.9252354141394789e-02
8 58 1.5188157707223449e-02 1.5880138790978993e-02
8 59 1.5294339481111384e-02 1.7166685155882822e-02
8 60 2.1239323930148254e-02 1.6560780023030162e-02
8 61 1.3408863640001113e-02 -1.5806271966218446e-02
8 62 1.1954588707518162e-02 -6.9315188213425723e-03
8 63 1.4681936773015904e-02 2.7402618144779550e-02
8 64 1.5085047262682403e-02 1.6731226198601165e-02
8 65 7.4578349893206436e-03 -1.4009182636426710e-02
8 66 1.2118982561783873e-02 -2.0112884093571471e-03
8 67 2.0517823326107139e-02 -1.7365787902324740e-02
8 68 1.1108419720417140e-02 -1.6444075279246684e-02
8 69 1.5476945559677458e-02 -7.6822404793934441e-03
8 70 9.2743276638234725e-03 -1.7054795491594634e-02
8 71 1.8227538148492938e-02 2.0266224426584246e-02
8 72 1.9524887203203549e-02 -1.6791790532164553e-02
8 73 1.4944180053558222e-02 1.0681485548296383e-02
8 74 1.9858550616424400e-02 -1.7415537704229263e-02
8 75 7.4939538337435319e-03 -1.4084516519839999e-02
8 76 8.6119073770714611e-03 -1.5922928195118802e-02
8 77 1.3998802973554225e-02 -1.6213932471980896e-02
8 78 2.0121742905032287e-02 3.6325118295980105e-02
8 79 8.4239499781984858e-03 -1.5643293728928073e-02
8 80 1.2202713562371254e-02 2.0145650904331517e-02
8 81 7.5702662899655862e-03 -1.4233199073685268e-02
8 82 7.5242950750559106e-03 -1.4145309720897642e-02
8 83 7.4578349893206436e-03 -1.4009182636426715e-02
8 84 8.2225492574790754e-03 -1.5307751388694436e-02
8 85 1.1827154323980498e-02 -2.0664149434380531e-02
8 86 1.7741950038686088e-02 -1.6608761024681708e-02
8 87 1.2984939196209102e-02 -5.6624237678869066e-03
8 88 1.4799212479123474e-02 1.0516087570412481e-02
8 89 4.2820966557027352e-03 -7.8625543481189719e-03
8 90 8.1923491136530156e-03 -1.2438085846412855e-02
8 91 1.1067270876559489e-02 -2.9474723433887489e-03
8 92 9.5998734167230277e-03 -1.7360497225280269e-02
8 93 6.8516537733333280e-03 9.9498856891182264e-03
8 94 1.1067270876559489e-02 -2.9474723433887498e-03
8 95 1.5411359335837692e-02 2.8363565973104344e-02
8 96 7.7125415035717874e-03 -3.1484779894791213e-03
8 97 1.8098468309060239e-02 -1.6287270632498158e-02
8 98 1.3852050698807168e-02 -7.1476354466557153e-03
8 99 8.1923491136530174e-03 -1.2438085846412855e-02
8 100 1.3043072401165196e-02 -2.2655729539959837e-02
8 101 9.8046610835134228e-03 -1.7845661524538918e-02
8 102 4.2820966557027352e-03 -7.8625543481189719e-03
8 46 8.2877148652063509e-03 -1.5424325385930400e-02
6 0 1.2419770592190829e-02 -1.6157046437444615e-03
6 1 1.5196882797884195e-02 1.7376200223722969e-02
6 2 1.9204869551350413e-02 -1.7046529777953796e-02
6 4 1.9356592491393727e-02 -1.7617490103536929e-02
6 5 1.0968478553070891e-02 -1.6246010351438096e-02
6 6 2.0283597592710940e-02 2.6337734738239284e-02
6 7 1.2202713562371256e-02 2.0145650904331524e-02
6 8 6.8516537733333297e-03 9.9498856891182264e-03
6 9 2.3713409236381506e-02 2.1022885805046680e-02
6 10 2.1430440206566294e-02 3.9161085312832140e-02
6 11 2.0271425565786639e-02 3.6575588654200873e-02
6 12 1.6047890169858827e-02 1.4123592771580807e-02
6 13 1.8628407360144660e-02 -1.6574717665250139e-02
6 14 1.7637454297460584e-02 -1.6161557717235396e-02
6 15 9.2743276637327083e-03 -1.7054795491420853e-02
6 16 1.7709831476564866e-02 -1.6623681312129431e-02
6 17 1.9332132245529963e-02 -1.7630329694879793e-02
6 18 1.7243919278406333e-02 1.4395333411557026e-02
6 19 1.1886401035482120e-02 -1.8594527594595243e-03
6 20 1.8346070617580541e-02 2.0225254004145897e-02
6 21 2.0156915524431846e-02 -1.7616531340340233e-02
6 22 2.1265244399807804e-02 1.5856340765248830e-02
6 23 1.2888745347573992e-02 -1.5756914859158359e-02
6 24 1.1487549526546655e-02 -6.7896868633930164e-03
6 25 7.5260598332198914e-03 -1.4110395084571944e-02
6 26 7.5560001745444876e-03 -1.4213780320918766e-02
6 27 1.1187779277272991e-02 -1.6469708579643146e-02
6 28 1.5103515562444434e-02 1.6739142922916440e-02
6 29 1.6399772966719125e-02 3.0701684017694388e-02
6 30 1.5496475964230668e-02 2.8512775321621501e-02
6 3 1.2229901212119089e-02 -1.7319376757089621e-03
6 32 1.1361385951885924e-02 -1.3771361823709286e-02
6 33 1.0353740118554661e-02 -1.8479015394421254e-02
6 34 4.6109101202854233e-03 -8.4187453759717035e-03
6 35 1.1361385951885926e-02 -1.3771361823709282e-02
6 36 9.8223379936546781e-03 -1.7647868908672464e-02
6 37 2.3928890017333396e-02 2.1996674813505077e-02
6 38 1.8580308103156386e-02 2.0705450201434588e-02
6 39 2.1083330237975664e-02 3.8605565964756221e-02
6 40 7.7125415035717865e-03 -3.1484779894791226e-03
6 41 1.6558012823880443e-02 3.0961682898493343e-02
6 42 1.8321800351036210e-02 2.0475266911273663e-02
6 43 1.5163994488161881e-02 1.5771674627830148e-02
6 44 1.5903972151288893e-02 2.9154668943928111e-02
6 45 9.4570775492525527e-03 -1.7131753564110300e-02
6 31 4.6109101202854233e-03 -8.4187453759717052e-03
6 47 1.3569585368712469e-02 -1.6163001211987001e-02
6 48 2.0416754422906146e-02 2.6596715180798730e-02
6 49 1.5801809913679632e-02 -7.5985065555890735e-03
6 50 7.4904104538867046e-03 -1.4048776150989130e-02
6 51 9.4706121284873386e-03 -1.7301369013623384e-02
6 52 1.1089828621096918e-02 -1.6332640991878269e-02
6 53 1.7223009350446530e-02 1.4347114427944400e-02
6 54 1.5609407929694334e-02 1.7774053681100931e-02
6 55 1.4809657685629677e-02 1.6690819408993307e-02
6 56 1.6340902803469198e-02 1.4280000379706155e-02
6 57 1.5955347679720240e-02 2.9252354141394789e-02
6 58 1.5188157707223449e-02 1.5880138790978993e-02
6 59 1.5294339481111384e-02 1.7166685155882822e-02
6 60 2.1239323930148254e-02 1.6560780023030162e-02
6 61 1.3408863640001113e-02 -1.5806271966218446e-02
6 62 1.1954588707518162e-02 -6.9315188213425723e-03
6 63 1.4681936773015904e-02 2.7402618144779550e-02
6 64 1.5085047262682403e-02 1.6731226198601165e-02
6 65 7.4578349893206436e-03 -1.4009182636426710e-02
6 66 1.2118982561783873e-02 -2.0112884093571471e-03
6 67 2.0517823326107139e-02 -1.7365787902324740e-02
6 68 1.1108419720417140e-02 -1.6444075279246684e-02
6 69 1.5476945559677458e-02 -7.6822404793934441e-03
6 70 9.2743276638234725e-03 -1.7054795491594634e-02
6 71 1.8227538148492938e-02 2.0266224426584246e-02
6 72 1.9524887203203549e-02 -1.6791790532164553e-02
6 73 1.4944180053558222e-02 1.0681485548296383e-02
6 74 1.9858550616424400e-02 -1.7415537704229263e-02
6 75 7.4939538337435319e-03 -1.4084516519839999e-02
6 76 8.6119073770714611e-03 -1.5922928195118802e-02
6 77 1.3998802973554225e-02 -1.6213932471980896e-02
6 78 2.0121742905032287e-02 3.6325118295980105e-02
6 79 8.4239499781984858e-03 -1.5643293728928073e-02
6 80 1.2202713562371254e-02 2.0145650904331517e-02
6 81 7.5702662899655862e-03 -1.4233199073685268e-02
6 82 7.5242950750559106e-03 -1.4145309720897642e-02
6 83 7.4578349893206436e-03 -1.4009182636426715e-02
6 84 8.2225492574790754e-03 -1.5307751388694436e-02
6 85 1.1827154323980498e-02 -2.0664149434380531e-02
6 86 1.7741950038686088e-02 -1.6608761024681708e-02
6 87 1.2984939196209102e-02 -5.6624237678869066e-03
6 88 1.4799212479123474e-02 1.0516087570412481e-02
6 89 4.2820966557027352e-03 -7.8625543481189719e-03
6 90 8.1923491136530156e-03 -1.2438085846412855e-02
6 91 1.1067270876559489e-02 -2.9474723433887489e-03
6 92 9.5998734167230277e-03 -1.7360497225280269e-02
6 93 6.8516537733333280e-03 9.9498856891182264e-03
6 94 1.1067270876559489e-02 -2.9474723433887498e-03
6 95 1.5411359335837692e-02 2.8363565973104344e-02
6 96 7.7125415035717874e-03 -3.1484779894791213e-03
6 97 1.8098468309060239e-02 -1.6287270632498158e-02
6 98 1.3852050698807168e-02 -7.1476354466557153e-03
6 99 8.1923491136530174e-03 -1.2438085846412855e-02
6 100 1.3043072401165196e-02 -2.2655729539959837e-02
6 101 9.8046610835134228e-03 -1.7845661524538918e-02
6 102 4.2820966557027352e-03 -7.8625543481189719e-03
6 46 8.2877148652063509e-03 -1.5424325385930400e-02
83 0 1.2419770592190829e-02 -1.6157046437444615e-03
83 1 1.5196882797884195e-02 1.7376200223722969e-02
83 2 1.9204869551350413e-02 -1.7046529777953796e-02
83 4 1.9356592491393727e-02 -1.7617490103536929e-02
83 5 1.0968478553070891e-02 -1.6246010351438096e-02
83 6 2.0283597592710940e-02 2.6337734738239284e-02
83 7 1.2202713562371256e-02 2.0145650904331524e-02
83 8 6.8516537733333297e-03 9.9498856891182264e-03
83 9 2.3713409236381506e-02 2.1022885805046680e-02
83 10 2.1430440206566294e-02 3.9161085312832140e-02
83 11 2.0271425565786639e-02 3.6575588654200873e-02
83 12 1.6047890169858827e-02 1.4123592771580807e-02
83 13 1.8628407360144660e-02 -1.6574717665250139e-02
83 14 1.7637454297460584e-02 -1.6161557717235396e-02
83 15 9.2743276637327083e-03 -1.7054795491420853e-02
83 16 1.7709831476564866e-02 -1.6623681312129431e-02
83 17 1.9332132245529963e-02 -1.7630329694879793e-02
83 18 1.7243919278406333e-02 1.4395333411557026e-02
83 19 1.1886401035482120e-02 -1.8594527594595243e-03
83 20 1.8346070617580541e-02 2.0225254004145897e-02
83 21 2.0156915524431846e-02 -1.7616531340340233e-02
83 22 2.1265244399807804e-02 1.5856340765248830e-02
83 23 1.2888745347573992e-02 -1.5756914859158359e-02
83 24 1.1487549526546655e-02 -6.7896868633930164e-03
83 25 7.5260598332198914e-03 -1.4110395084571944e-02
83 26 7.5560001745444876e-03 -1.4213780320918766e-02
83 27 1.1187779277272991e-02 -1.6469708579643146e-02
83 28 1.5103515562444434e-02 1.6739142922916440e-02
83 29 1.6399772966719125e-02 3.0701684017694388e-02
83 30 1.5496475964230668e-02 2.8512775321621501e-02
83 3 1.2229901212119089e-02 -1.7319376757089621e-03
83 32 1.1361385951885924e-02 -1.3771361823709286e-02
83 33 1.0353740118554661e-02 -1.8479015394421254e-02
83 34 4.6109101202854233e-03 -8.4187453759717035e-03
83 35 1.1361385951885926e-02 -1.3771361823709282e-02
83 36 9.8223379936546781e-03 -1.7647868908672464e-02
83 37 2.3928890017333396e-02 2.1996674813505077e-02
83 38 1.8580308103156386e-02 2.0705450201434588e-02
83 39 2.1083330237975664e-02 3.8605565964756221e-02
83 40 7.7125415035717865e-03 -3.1484779894791226e-03
83 41 1.6558012823880443e-02 3.0961682898493343e-02
83 42 1.8321800351036210e-02 2.0475266911273663e-02
83 43 1.5163994488161881e-02 1.5771674627830148e-02
83 44 1.5903972151288893e-02 2.9154668943928111e-02
83 45 9.4570775492525527e-03 -1.7131753564110300e-02
83 31 4.6109101202854233e-03 -8.4187453759717052e-03
83 47 1.3569585368712469e-02 -1.6163001211987001e-02
83 48 2.0416754422906146e-02 2.6596715180798730e-02
83 49 1.5801809913679632e-02 -7.5985065555890735e-03
83 50 7.4904104538867046e-03 -1.4048776150989130e-02
83 51 9.4706121284873386e-03 -1.7301369013623384e-02
83 52 1.1089828621096918e-02 -1.6332640991878269e-02
83 53 1.7223009350446530e-02 1.4347114427944400e-02
83 54 1.5609407929694334e-02 1.7774053681100931e-02
83 55 1.4809657685629677e-02 1.6690819408993307e-02
83 56 1.6340902803469198e-02 1.4280000379706155e-02
83 57 1.5955347679720240e-02 2.9252354141394789e-02
83 58 1.5188157707223449e-02 1.5880138790978993e-02
83 59 1.5294339481111384e-02 1.7166685155882822e-02
83 60 2.1239323930148254e-02 1.6560780023030162e-02
83 61 1.3408863640001113e-02 -1.5806271966218446e-02
83 62 1.1954588707518162e-02 -6.9315188213425723e-03
83 63 1.4681936773015904e-02 2.7402618144779550e-02
83 64 1.5085047262682403e-02 1.6731226198601165e-02
83 65 7.4578349893206436e-03 -1.4009182636426710e-02
83 66 1.2118982561783873e-02 -2.0112884093571471e-03
83 67 2.0517823326107139e-02 -1.7365787902324740e-02
83 68 1.1108419720417140e-02 -1.6444075279246684e-02
83 69 1.5476945559677458e-02 -7.6822404793934441e-03
83 70 9.2743276638234725e-03 -1.7054795491594634e-02
83 71 1.8227538148492938e-02 2.0266224426584246e-02
83 72 1.9524887203203549e-02 -1.6791790532164553e-02
83 73 1.4944180053558222e-02 1.0681485548296383e-02
83 74 1.9858550616424400e-02 -1.7415537704229263e-02
83 75 7.4939538337435319e-03 -1.4084516519839999e-02
83 76 8.6119073770714611e-03 -1.5922928195118802e-02
83 77 1.3998802973554225e-02 -1.6213932471980896e-02
83 78 2.0121742905032287e-02 3.6325118295980105e-02
83 79 8.4239499781984858e-03 -1.5643293728928073e-02
83 80 1.2202713562371254e-02 2.0145650904331517e-02
83 81 7.5702662899655862e-03 -1.4233199073685268e-02
83 82 7.5242950750559106e-03 -1.4145309720897642e-02
83 83 7.4578349893206436e-03 -1.4009182636426715e-02
83 84 8.2225492574790754e-03 -1.5307751388694436e-02
83 85 1.1827154323980498e-02 -2.0664149434380531e-02
83 86 1.7741950038686088e-02 -1.6608761024681708e-02
83 87 1.2984939196209102e-02 -5.6624237678869066e-03
83 88 1.4799212479123474e-02 1.0516087570412481e-02
83 89 4.2820966557027352e-03 -7.8625543481189719e-03
83 90 8.1923491136530156e-03 -1.2438085846412855e-02
83 91 1.1067270876559489e-02 -2.9474723433887489e-03
83 92 9.5998734167230277e-03 -1.7360497225280269e-02
83 93 6.8516537733333280e-03 9.9498856891182264e-03
83 94 1.1067270876559489e-02 -2.9474723433887498e-03
83 95 1.5411359335837692e-02 2.8363565973104344e-02
83 96 7.7125415035717874e-03 -3.1484779894791213e-03
83 97 1.8098468309060239e-02 -1.6287270632498158e-02
83 98 1.3852050698807168e-02 -7.1476354466557153e-03
83 99 8.1923491136530174e-03 -1.2438085846412855e-02
83 100 1.3043072401165196e-02 -2.2655729539959837e-02
83 101 9.8046610835134228e-03 -1.7845661524538918e-02
83 102 4.2820966557027352e-03 -7.8625543481189719e-03
83 46 8.2877148652063509e-03 -1.5424325385930400e-02
85 0 1.2419770592190829e-02 -1.6157046437444615e-03
85 1 1.5196882797884195e-02 1.7376200223722969e-02
85 2 1.9204869551350413e-02 -1.7046529777953796e-02
85 4 1.9356592491393727e-02 -1.7617490103536929e-02
85 5 1.0968478553070891e-02 -1.6246010351438096e-02
85 6 2.0283597592710940e-02 2.6337734738239284e-02
85 7 1.2202713562371256e-02 2.0145650904331524e-02
85 8 6.8516537733333297e-03 9.9498856891182264e-03
85 9 2.3713409236381506e-02 2.1022885805046680e-02
85 10 2.1430440206566294e-02 3.9161085312832140e-02
85 11 2.0271425565786639e-02 3.6575588654200873e-02
85 12 1.6047890169858827e-02 1.4123592771580807e-02
85 13 1.8628407360144660e-02 -1.6574717665250139e-02
85 14 1.7637454297460584e-02 -1.6161557717235396e-02
85 15 9.2743276637327083e-03 -1.7054795491420853e-02
85 16 1.7709831476564866e-02 -1.6623681312129431e-02
85 17 1.9332132245529963e-02 -1.7630329694879793e-02
85 18 1.7243919278406333e-02 1.4395333411557026e-02
85 19 1.1886401035482120e-02 -1.8594527594595243e-03
85 20 1.8346070617580541e-02 2.0225254004145897e-02
85 21 2.0156915524431846e-02 -1.7616531340340233e-02
85 22 2.1265244399807804e-02 1.5856340765248830e-02
85 23 1.2888745347573992e-02 -1.5756914859158359e-02
85 24 1.1487549526546655e-02 -6.7896868633930164e-03
85 25 7.5260598332198914e-03 -1.4110395084571944e-02
85 26 7.5560001745444876e-03 -1.4213780320918766e-02
85 27 1.1187779277272991e-02 -1.6469708579643146e-02
85 28 1.5103515562444434e-02 1.6739142922916440e-02
85 29 1.6399772966719125e-02 3.0701684017694388e-02
85 30 1.5496475964230668e-02 2.8512775321621501e-02
85 3 1.2229901212119089e-02 -1.7319376757089621e-03
85 32 1.1361385951885924e-02 -1.3771361823709286e-02
85 33 1.0353740118554661e-02 -1.8479015394421254e-02
85 34 4.6109101202854233e-03 -8.4187453759717035e-03
85 35 1.1361385951885926e-02 -1.3771361823709282e-02
85 36 9.8223379936546781e-03 -1.7647868908672464e-02
85 37 2.3928890017333396e-02 2.1996674813505077e-02
85 38 1.8580308103156386e-02 2.0705450201434588e-02
85 39 2.1083330237975664e-02 3.8605565964756221e-02
85 40 7.7125415035717865e-03 -3.1484779894791226e-03
85 41 1.6558012823880443e-02 3.0961682898493343e-02
85 42 1.8321800351036210e-02 2.0475266911273663e-02
85 43 1.5163994488161881e-02 1.5771674627830148e-02
85 44 1.5903972151288893e-02 2.9154668943928111e-02
85 45 9.4570775492525527e-03 -1.7131753564110300e-02
85 31 4.6109101202854233e-03 -8.4187453759717052e-03
85 47 1.3569585368712469e-02 -1.6163001211987001e-02
85 48 2.0416754422906146e-02 2.6596715180798730e-02
85 49 1.5801809913679632e-02 -7.5985065555890735e-03
85 50 7.4904104538867046e-03 -1.4048776150989130e-02
85 51 9.4706121284873386e-03 -1.7301369013623384e-02
85 52 1.1089828621096918e-02 -1.6332640991878269e-02
85 53 1.7223009350446530e-02 1.4347114427944400e-02
85 54 1.5609407929694334e-02 1.7774053681100931e-02
85 55 1.4809657685629677e-02 1.6690819408993307e-02
85 56 1.6340902803469198e-02 1.4280000379706155e-02
85 57 1.5955347679720240e-02 2.9252354141394789e-02
85 58 1.5188157707223449e-02 1.5880138790978993e-02
85 59 1.5294339481111384e-02 1.7166685155882822e-02
85 60 2.1239323930148254e-02 1.6560780023030162e-02
85 61 1.3408863640001113e-02 -1.5806271966218446e-02
85 62 1.1954588707518162e-02 -6.9315188213425723e-03
85 63 1.4681936773015904e-02 2.7402618144779550e-02
85 64 1.5085047262682403e-02 1.6731226198601165e-02
85 65 7.4578349893206436e-03 -1.4009182636426710e-02
85 66 1.2118982561783873e-02 -2.0112884093571471e-03
85 67 2.0517823326107139e-02 -1.7365787902324740e-02
85 68 1.1108419720417140e-02 -1.6444075279246684e-02
85 69 1.5476945559677458e-02 -7.6822404793934441e-03
85 70 9.2743276638234725e-03 -1.7054795491594634e-02
85 71 1.8227538148492938e-02 2.0266224426584246e-02
85 72 1.9524887203203549e-02 -1.6791790532164553e-02
85 73 1.4944180053558222e-02 1.0681485548296383e-02
85 74 1.9858550616424400e-02 -1.7415537704229263e-02
85 75 7.4939538337435319e-03 -1.4084516519839999e-02
85 76 8.6119073770714611e-03 -1.5922928195118802e-02
85 77 1.3998802973554225e-02 -1.6213932471980896e-02
85 78 2.0121742905032287e-02 3.6325118295980105e-02
85 79 8.4239499781984858e-03 -1.5643293728928073e-02
85 80 1.2202713562371254e-02 2.0145650904331517e-02
85 81 7.5702662899655862e-03 -1.4233199073685268e-02
85 82 7.5242950750559106e-03 -1.4145309720897642e-02
85 83 7.4578349893206436e-03 -1.4009182636426715e-02
85 84 8.2225492574790754e-03 -1.5307751388694436e-02
85 85 1.1827154323980498e-02 -2.0664149434380531e-02
85 86 1.7741950038686088e-02 -1.6608761024681708e-02
85 87 1.2984939196209102e-02 -5.6624237678869066e-03
85 88 1.4799212479123474e-02 1.0516087570412481e-02
85 89 4.2820966557027352e-03 -7.8625543481189719e-03
85 90 8.1923491136530156e-03 -1.2438085846412855e-02
85 91 1.1067270876559489e-02 -2.9474723433887489e-03
85 92 9.5998734167230277e-03 -1.7360497225280269e-02
85 93 6.8516537733333280e-03 9.9498856891182264e-03
85 94 1.1067270876559489e-02 -2.9474723433887498e-03
85 95 1.5411359335837692e-02 2.8363565973104344e-02
85 96 7.7125415035717874e-03 -3.1484779894791213e-03
85 97 1.8098468309060239e-02 -1.6287270632498158e-02
85 98 1.3852050698807168e-02 -7.1476354466557153e-03
85 99 8.1923491136530174e-03 -1.2438085846412855e-02
85 100 1.3043072401165196e-02 -2.2655729539959837e-02
85 101 9.8046610835134228e-03 -1.7845661524538918e-02
85 102 4.2820966557027352e-03 -7.8625543481189719e-03
85 46 8.2877148652063509e-03 -1.5424325385930400e-02
70 0 1.2419770592190829e-02 -1.6157046437444615e-03
70 1 1.5196882797884195e-02 1.7376200223722969e-02
70 2 1.9204869551350413e-02 -1.7046529777953796e-02
70 4 1.9356592491393727e-02 -1.7617490103536929e-02
70 5 1.0968478553070891e-02 -1.6246010351438096e-02
70 6 2.0283597592710940e-02 2.6337734738239284e-02
70 7 1.2202713562371256e-02 2.0145650904331524e-02
70 8 6.8516537733333297e-03 9.9498856891182264e-03
70 9 2.3713409236381506e-02 2.1022885805046680e-02
70 10 2.1430440206566294e-02 3.9161085312832140e-02
70 11 2.0271425565786639e-02 3.6575588654200873e-02
70 12 1.6047890169858827e-02 1.4123592771580807e-02
70 13 1.8628407360144660e-02 -1.6574717665250139e-02
